#Date/Time of Update: 2017-05-02 3:46:42 PM,#Game Date,#Game Time,#Away Team ID,#Away Team Abbr.,#Away Team City,#Away Team Name,#Home Team ID,#Home Team Abbr.,#Home Team City,#Home Team Name,#Location
,25-10-16,7:30PM,83,NYK,New York,Knicks,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
,25-10-16,10:00PM,98,UTA,Utah,Jazz,97,POR,Portland,Trail Blazers,Moda Center
,25-10-16,10:30PM,106,SAS,San Antonio,Spurs,101,GSW,Golden State,Warriors,Oracle Arena
,26-10-16,7:00PM,92,MIA,Miami,Heat,95,ORL,Orlando,Magic,Amway Center
,26-10-16,7:00PM,108,DAL,Dallas,Mavericks,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
,26-10-16,7:30PM,84,BRO,Brooklyn,Nets,82,BOS,Boston,Celtics,TD Garden
,26-10-16,7:30PM,88,DET,Detroit,Pistons,81,TOR,Toronto,Raptors,Air Canada Centre
,26-10-16,8:00PM,93,CHA,Charlotte,Hornets,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
,26-10-16,8:00PM,100,MIN,Minnesota,Timberwolves,107,MEM,Memphis,Grizzlies,FedEx Forum
,26-10-16,8:00PM,99,DEN,Denver,Nuggets,110,NOP,New Orleans,Pelicans,Smoothie King Center
,26-10-16,8:00PM,96,OKL,Oklahoma City,Thunder,85,PHI,Philadelphia,76ers,Wells Fargo Center
,26-10-16,10:00PM,103,SAC,Sacramento,Kings,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
,26-10-16,10:30PM,109,HOU,Houston,Rockets,105,LAL,Los Angeles,Lakers,Staples Center
,27-10-16,7:30PM,94,WAS,Washington,Wizards,91,ATL,Atlanta,Hawks,Philips Arena
,27-10-16,8:00PM,82,BOS,Boston,Celtics,89,CHI,Chicago,Bulls,United Center
,27-10-16,10:30PM,106,SAS,San Antonio,Spurs,103,SAC,Sacramento,Kings,Sleep Train Arena
,27-10-16,10:30PM,102,LAC,Los Angeles,Clippers,97,POR,Portland,Trail Blazers,Moda Center
,28-10-16,7:00PM,86,CLE,Cleveland,Cavaliers,81,TOR,Toronto,Raptors,Air Canada Centre
,28-10-16,7:30PM,87,IND,Indiana,Pacers,84,BRO,Brooklyn,Nets,Barclays Center
,28-10-16,7:30PM,95,ORL,Orlando,Magic,88,DET,Detroit,Pistons,Palace of Auburn Hills
,28-10-16,8:00PM,104,PHX,Phoenix,Suns,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
,28-10-16,8:00PM,93,CHA,Charlotte,Hornets,92,MIA,Miami,Heat,American Airlines Arena
,28-10-16,8:30PM,109,HOU,Houston,Rockets,108,DAL,Dallas,Mavericks,American Airlines Center
,28-10-16,9:00PM,105,LAL,Los Angeles,Lakers,98,UTA,Utah,Jazz,Vivint Smart Home Arena
,28-10-16,9:30PM,101,GSW,Golden State,Warriors,110,NOP,New Orleans,Pelicans,Smoothie King Center
,29-10-16,12:30PM,91,ATL,Atlanta,Hawks,85,PHI,Philadelphia,76ers,Wells Fargo Center
,29-10-16,7:00PM,82,BOS,Boston,Celtics,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
,29-10-16,7:30PM,107,MEM,Memphis,Grizzlies,83,NYK,New York,Knicks,Madison Square Garden
,29-10-16,7:30PM,95,ORL,Orlando,Magic,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
,29-10-16,8:00PM,87,IND,Indiana,Pacers,89,CHI,Chicago,Bulls,United Center
,29-10-16,8:00PM,84,BRO,Brooklyn,Nets,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
,29-10-16,8:00PM,110,NOP,New Orleans,Pelicans,106,SAS,San Antonio,Spurs,AT&T Center
,29-10-16,9:00PM,97,POR,Portland,Trail Blazers,99,DEN,Denver,Nuggets,Pepsi Center
,29-10-16,10:30PM,100,MIN,Minnesota,Timberwolves,103,SAC,Sacramento,Kings,Sleep Train Arena
,30-10-16,4:30PM,98,UTA,Utah,Jazz,102,LAC,Los Angeles,Clippers,Staples Center
,30-10-16,6:00PM,101,GSW,Golden State,Warriors,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
,30-10-16,6:00PM,106,SAS,San Antonio,Spurs,92,MIA,Miami,Heat,American Airlines Arena
,30-10-16,6:00PM,90,MIL,Milwaukee,Bucks,88,DET,Detroit,Pistons,Palace of Auburn Hills
,30-10-16,7:00PM,105,LAL,Los Angeles,Lakers,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
,30-10-16,8:00PM,94,WAS,Washington,Wizards,107,MEM,Memphis,Grizzlies,FedEx Forum
,30-10-16,8:00PM,108,DAL,Dallas,Mavericks,109,HOU,Houston,Rockets,Toyota Center
,31-10-16,7:30PM,99,DEN,Denver,Nuggets,81,TOR,Toronto,Raptors,Air Canada Centre
,31-10-16,7:30PM,89,CHI,Chicago,Bulls,84,BRO,Brooklyn,Nets,Barclays Center
,31-10-16,7:30PM,103,SAC,Sacramento,Kings,91,ATL,Atlanta,Hawks,Philips Arena
,31-10-16,10:30PM,104,PHX,Phoenix,Suns,102,LAC,Los Angeles,Clippers,Staples Center
,01-11-16,6:00PM,109,HOU,Houston,Rockets,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
,01-11-16,7:00PM,95,ORL,Orlando,Magic,85,PHI,Philadelphia,76ers,Wells Fargo Center
,01-11-16,7:00PM,105,LAL,Los Angeles,Lakers,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
,01-11-16,7:30PM,103,SAC,Sacramento,Kings,92,MIA,Miami,Heat,American Airlines Arena
,01-11-16,7:30PM,83,NYK,New York,Knicks,88,DET,Detroit,Pistons,Palace of Auburn Hills
,01-11-16,8:00PM,90,MIL,Milwaukee,Bucks,110,NOP,New Orleans,Pelicans,Smoothie King Center
,01-11-16,8:00PM,107,MEM,Memphis,Grizzlies,100,MIN,Minnesota,Timberwolves,Target Center
,01-11-16,8:30PM,98,UTA,Utah,Jazz,106,SAS,San Antonio,Spurs,AT&T Center
,01-11-16,10:00PM,101,GSW,Golden State,Warriors,97,POR,Portland,Trail Blazers,Moda Center
,02-11-16,7:00PM,81,TOR,Toronto,Raptors,94,WAS,Washington,Wizards,Verizon Center
,02-11-16,7:00PM,85,PHI,Philadelphia,76ers,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
,02-11-16,7:30PM,88,DET,Detroit,Pistons,84,BRO,Brooklyn,Nets,Barclays Center
,02-11-16,7:30PM,109,HOU,Houston,Rockets,83,NYK,New York,Knicks,Madison Square Garden
,02-11-16,7:30PM,105,LAL,Los Angeles,Lakers,91,ATL,Atlanta,Hawks,Philips Arena
,02-11-16,8:00PM,110,NOP,New Orleans,Pelicans,107,MEM,Memphis,Grizzlies,FedEx Forum
,02-11-16,8:00PM,89,CHI,Chicago,Bulls,82,BOS,Boston,Celtics,TD Garden
,02-11-16,9:00PM,108,DAL,Dallas,Mavericks,98,UTA,Utah,Jazz,Vivint Smart Home Arena
,02-11-16,10:00PM,97,POR,Portland,Trail Blazers,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
,02-11-16,10:30PM,96,OKL,Oklahoma City,Thunder,102,LAC,Los Angeles,Clippers,Staples Center
,03-11-16,7:00PM,103,SAC,Sacramento,Kings,95,ORL,Orlando,Magic,Amway Center
,03-11-16,8:00PM,87,IND,Indiana,Pacers,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
,03-11-16,8:00PM,99,DEN,Denver,Nuggets,100,MIN,Minnesota,Timberwolves,Target Center
,03-11-16,8:00PM,82,BOS,Boston,Celtics,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
,03-11-16,10:30PM,96,OKL,Oklahoma City,Thunder,101,GSW,Golden State,Warriors,Oracle Arena
,04-11-16,7:00PM,91,ATL,Atlanta,Hawks,94,WAS,Washington,Wizards,Verizon Center
,04-11-16,7:30PM,92,MIA,Miami,Heat,81,TOR,Toronto,Raptors,Air Canada Centre
,04-11-16,7:30PM,93,CHA,Charlotte,Hornets,84,BRO,Brooklyn,Nets,Barclays Center
,04-11-16,8:00PM,83,NYK,New York,Knicks,89,CHI,Chicago,Bulls,United Center
,04-11-16,8:00PM,102,LAC,Los Angeles,Clippers,107,MEM,Memphis,Grizzlies,FedEx Forum
,04-11-16,8:00PM,104,PHX,Phoenix,Suns,110,NOP,New Orleans,Pelicans,Smoothie King Center
,04-11-16,8:30PM,97,POR,Portland,Trail Blazers,108,DAL,Dallas,Mavericks,American Airlines Center
,04-11-16,9:00PM,106,SAS,San Antonio,Spurs,98,UTA,Utah,Jazz,Vivint Smart Home Arena
,04-11-16,10:30PM,101,GSW,Golden State,Warriors,105,LAL,Los Angeles,Lakers,Staples Center
,05-11-16,6:00PM,100,MIN,Minnesota,Timberwolves,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
,05-11-16,7:00PM,86,CLE,Cleveland,Cavaliers,85,PHI,Philadelphia,76ers,Wells Fargo Center
,05-11-16,7:00PM,94,WAS,Washington,Wizards,95,ORL,Orlando,Magic,Amway Center
,05-11-16,7:00PM,99,DEN,Denver,Nuggets,88,DET,Detroit,Pistons,Palace of Auburn Hills
,05-11-16,7:00PM,89,CHI,Chicago,Bulls,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
,05-11-16,7:30PM,109,HOU,Houston,Rockets,91,ATL,Atlanta,Hawks,Philips Arena
,05-11-16,8:00PM,103,SAC,Sacramento,Kings,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
,05-11-16,8:30PM,102,LAC,Los Angeles,Clippers,106,SAS,San Antonio,Spurs,AT&T Center
,06-11-16,12:00PM,98,UTA,Utah,Jazz,83,NYK,New York,Knicks,Madison Square Garden
,06-11-16,3:30PM,97,POR,Portland,Trail Blazers,107,MEM,Memphis,Grizzlies,FedEx Forum
,06-11-16,6:00PM,103,SAC,Sacramento,Kings,81,TOR,Toronto,Raptors,Air Canada Centre
,06-11-16,7:00PM,90,MIL,Milwaukee,Bucks,108,DAL,Dallas,Mavericks,American Airlines Center
,06-11-16,7:30PM,99,DEN,Denver,Nuggets,82,BOS,Boston,Celtics,TD Garden
,06-11-16,9:30PM,104,PHX,Phoenix,Suns,105,LAL,Los Angeles,Lakers,Staples Center
,07-11-16,7:00PM,98,UTA,Utah,Jazz,85,PHI,Philadelphia,76ers,Wells Fargo Center
,07-11-16,7:00PM,109,HOU,Houston,Rockets,94,WAS,Washington,Wizards,Verizon Center
,07-11-16,7:00PM,87,IND,Indiana,Pacers,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
,07-11-16,8:00PM,95,ORL,Orlando,Magic,89,CHI,Chicago,Bulls,United Center
,07-11-16,8:00PM,92,MIA,Miami,Heat,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
,07-11-16,10:30PM,88,DET,Detroit,Pistons,102,LAC,Los Angeles,Clippers,Staples Center
,07-11-16,10:30PM,110,NOP,New Orleans,Pelicans,101,GSW,Golden State,Warriors,Oracle Arena
,08-11-16,7:00PM,91,ATL,Atlanta,Hawks,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
,08-11-16,7:30PM,100,MIN,Minnesota,Timberwolves,84,BRO,Brooklyn,Nets,Barclays Center
,08-11-16,8:00PM,99,DEN,Denver,Nuggets,107,MEM,Memphis,Grizzlies,FedEx Forum
,08-11-16,10:00PM,104,PHX,Phoenix,Suns,97,POR,Portland,Trail Blazers,Moda Center
,08-11-16,10:30PM,108,DAL,Dallas,Mavericks,105,LAL,Los Angeles,Lakers,Staples Center
,08-11-16,10:30PM,110,NOP,New Orleans,Pelicans,103,SAC,Sacramento,Kings,Sleep Train Arena
,09-11-16,7:00PM,84,BRO,Brooklyn,Nets,83,NYK,New York,Knicks,Madison Square Garden
,09-11-16,7:00PM,82,BOS,Boston,Celtics,94,WAS,Washington,Wizards,Verizon Center
,09-11-16,7:00PM,98,UTA,Utah,Jazz,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
,09-11-16,7:00PM,100,MIN,Minnesota,Timberwolves,95,ORL,Orlando,Magic,Amway Center
,09-11-16,7:00PM,85,PHI,Philadelphia,76ers,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
,09-11-16,7:30PM,89,CHI,Chicago,Bulls,91,ATL,Atlanta,Hawks,Philips Arena
,09-11-16,8:00PM,81,TOR,Toronto,Raptors,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
,09-11-16,9:00PM,88,DET,Detroit,Pistons,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
,09-11-16,9:30PM,109,HOU,Houston,Rockets,106,SAS,San Antonio,Spurs,AT&T Center
,09-11-16,10:30PM,97,POR,Portland,Trail Blazers,102,LAC,Los Angeles,Clippers,Staples Center
,09-11-16,10:30PM,108,DAL,Dallas,Mavericks,101,GSW,Golden State,Warriors,Oracle Arena
,10-11-16,8:00PM,110,NOP,New Orleans,Pelicans,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
,10-11-16,8:00PM,89,CHI,Chicago,Bulls,92,MIA,Miami,Heat,American Airlines Arena
,10-11-16,9:00PM,101,GSW,Golden State,Warriors,99,DEN,Denver,Nuggets,Pepsi Center
,10-11-16,10:30PM,105,LAL,Los Angeles,Lakers,103,SAC,Sacramento,Kings,Sleep Train Arena
,11-11-16,7:00PM,87,IND,Indiana,Pacers,85,PHI,Philadelphia,76ers,Wells Fargo Center
,11-11-16,7:00PM,86,CLE,Cleveland,Cavaliers,94,WAS,Washington,Wizards,Verizon Center
,11-11-16,7:00PM,81,TOR,Toronto,Raptors,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
,11-11-16,7:00PM,98,UTA,Utah,Jazz,95,ORL,Orlando,Magic,Amway Center
,11-11-16,7:30PM,83,NYK,New York,Knicks,82,BOS,Boston,Celtics,TD Garden
,11-11-16,8:00PM,102,LAC,Los Angeles,Clippers,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
,11-11-16,8:30PM,88,DET,Detroit,Pistons,106,SAS,San Antonio,Spurs,AT&T Center
,11-11-16,10:00PM,103,SAC,Sacramento,Kings,97,POR,Portland,Trail Blazers,Moda Center
,12-11-16,7:00PM,105,LAL,Los Angeles,Lakers,110,NOP,New Orleans,Pelicans,Smoothie King Center
,12-11-16,7:00PM,82,BOS,Boston,Celtics,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
,12-11-16,7:30PM,83,NYK,New York,Knicks,81,TOR,Toronto,Raptors,Air Canada Centre
,12-11-16,7:30PM,85,PHI,Philadelphia,76ers,91,ATL,Atlanta,Hawks,Philips Arena
,12-11-16,8:00PM,94,WAS,Washington,Wizards,89,CHI,Chicago,Bulls,United Center
,12-11-16,8:00PM,106,SAS,San Antonio,Spurs,109,HOU,Houston,Rockets,Toyota Center
,12-11-16,8:00PM,102,LAC,Los Angeles,Clippers,100,MIN,Minnesota,Timberwolves,Target Center
,12-11-16,8:00PM,98,UTA,Utah,Jazz,92,MIA,Miami,Heat,American Airlines Arena
,12-11-16,8:30PM,107,MEM,Memphis,Grizzlies,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
,12-11-16,9:00PM,88,DET,Detroit,Pistons,99,DEN,Denver,Nuggets,Pepsi Center
,12-11-16,9:00PM,84,BRO,Brooklyn,Nets,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
,13-11-16,3:30PM,93,CHA,Charlotte,Hornets,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
,13-11-16,7:00PM,95,ORL,Orlando,Magic,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
,13-11-16,7:00PM,105,LAL,Los Angeles,Lakers,100,MIN,Minnesota,Timberwolves,Target Center
,13-11-16,8:00PM,104,PHX,Phoenix,Suns,101,GSW,Golden State,Warriors,Oracle Arena
,13-11-16,9:00PM,99,DEN,Denver,Nuggets,97,POR,Portland,Trail Blazers,Moda Center
,14-11-16,7:00PM,95,ORL,Orlando,Magic,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
,14-11-16,7:30PM,108,DAL,Dallas,Mavericks,83,NYK,New York,Knicks,Madison Square Garden
,14-11-16,7:30PM,96,OKL,Oklahoma City,Thunder,88,DET,Detroit,Pistons,Palace of Auburn Hills
,14-11-16,8:00PM,82,BOS,Boston,Celtics,110,NOP,New Orleans,Pelicans,Smoothie King Center
,14-11-16,8:00PM,85,PHI,Philadelphia,76ers,109,HOU,Houston,Rockets,Toyota Center
,14-11-16,8:30PM,92,MIA,Miami,Heat,106,SAS,San Antonio,Spurs,AT&T Center
,14-11-16,9:00PM,107,MEM,Memphis,Grizzlies,98,UTA,Utah,Jazz,Vivint Smart Home Arena
,14-11-16,10:30PM,84,BRO,Brooklyn,Nets,102,LAC,Los Angeles,Clippers,Staples Center
,15-11-16,7:00PM,81,TOR,Toronto,Raptors,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
,15-11-16,7:30PM,91,ATL,Atlanta,Hawks,92,MIA,Miami,Heat,American Airlines Arena
,15-11-16,8:00PM,93,CHA,Charlotte,Hornets,100,MIN,Minnesota,Timberwolves,Target Center
,15-11-16,10:00PM,89,CHI,Chicago,Bulls,97,POR,Portland,Trail Blazers,Moda Center
,15-11-16,10:30PM,84,BRO,Brooklyn,Nets,105,LAL,Los Angeles,Lakers,Staples Center
,16-11-16,7:00PM,94,WAS,Washington,Wizards,85,PHI,Philadelphia,76ers,Wells Fargo Center
,16-11-16,7:00PM,110,NOP,New Orleans,Pelicans,95,ORL,Orlando,Magic,Amway Center
,16-11-16,7:00PM,86,CLE,Cleveland,Cavaliers,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
,16-11-16,7:30PM,108,DAL,Dallas,Mavericks,82,BOS,Boston,Celtics,TD Garden
,16-11-16,7:30PM,88,DET,Detroit,Pistons,83,NYK,New York,Knicks,Madison Square Garden
,16-11-16,7:30PM,90,MIL,Milwaukee,Bucks,91,ATL,Atlanta,Hawks,Philips Arena
,16-11-16,8:00PM,109,HOU,Houston,Rockets,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
,16-11-16,8:00PM,101,GSW,Golden State,Warriors,81,TOR,Toronto,Raptors,Air Canada Centre
,16-11-16,9:00PM,104,PHX,Phoenix,Suns,99,DEN,Denver,Nuggets,Pepsi Center
,16-11-16,10:30PM,107,MEM,Memphis,Grizzlies,102,LAC,Los Angeles,Clippers,Staples Center
,16-11-16,10:30PM,106,SAS,San Antonio,Spurs,103,SAC,Sacramento,Kings,Sleep Train Arena
,17-11-16,7:00PM,83,NYK,New York,Knicks,94,WAS,Washington,Wizards,Verizon Center
,17-11-16,7:30PM,90,MIL,Milwaukee,Bucks,92,MIA,Miami,Heat,American Airlines Arena
,17-11-16,8:00PM,97,POR,Portland,Trail Blazers,109,HOU,Houston,Rockets,Toyota Center
,17-11-16,8:00PM,85,PHI,Philadelphia,76ers,100,MIN,Minnesota,Timberwolves,Target Center
,17-11-16,10:30PM,89,CHI,Chicago,Bulls,98,UTA,Utah,Jazz,Vivint Smart Home Arena
,18-11-16,7:00PM,91,ATL,Atlanta,Hawks,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
,18-11-16,7:00PM,104,PHX,Phoenix,Suns,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
,18-11-16,7:30PM,88,DET,Detroit,Pistons,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
,18-11-16,8:00PM,97,POR,Portland,Trail Blazers,110,NOP,New Orleans,Pelicans,Smoothie King Center
,18-11-16,8:00PM,84,BRO,Brooklyn,Nets,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
,18-11-16,8:00PM,101,GSW,Golden State,Warriors,82,BOS,Boston,Celtics,TD Garden
,18-11-16,8:30PM,107,MEM,Memphis,Grizzlies,108,DAL,Dallas,Mavericks,American Airlines Center
,18-11-16,9:00PM,81,TOR,Toronto,Raptors,99,DEN,Denver,Nuggets,Pepsi Center
,18-11-16,10:30PM,106,SAS,San Antonio,Spurs,105,LAL,Los Angeles,Lakers,Staples Center
,18-11-16,10:30PM,102,LAC,Los Angeles,Clippers,103,SAC,Sacramento,Kings,Sleep Train Arena
,19-11-16,5:00PM,98,UTA,Utah,Jazz,109,HOU,Houston,Rockets,Toyota Center
,19-11-16,7:00PM,93,CHA,Charlotte,Hornets,110,NOP,New Orleans,Pelicans,Smoothie King Center
,19-11-16,7:00PM,92,MIA,Miami,Heat,94,WAS,Washington,Wizards,Verizon Center
,19-11-16,7:00PM,108,DAL,Dallas,Mavericks,95,ORL,Orlando,Magic,Amway Center
,19-11-16,7:00PM,82,BOS,Boston,Celtics,88,DET,Detroit,Pistons,Palace of Auburn Hills
,19-11-16,7:30PM,104,PHX,Phoenix,Suns,85,PHI,Philadelphia,76ers,Wells Fargo Center
,19-11-16,8:00PM,100,MIN,Minnesota,Timberwolves,107,MEM,Memphis,Grizzlies,FedEx Forum
,19-11-16,8:30PM,101,GSW,Golden State,Warriors,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
,19-11-16,10:30PM,89,CHI,Chicago,Bulls,102,LAC,Los Angeles,Clippers,Staples Center
,20-11-16,12:00PM,91,ATL,Atlanta,Hawks,83,NYK,New York,Knicks,Madison Square Garden
,20-11-16,3:30PM,97,POR,Portland,Trail Blazers,84,BRO,Brooklyn,Nets,Barclays Center
,20-11-16,7:00PM,87,IND,Indiana,Pacers,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
,20-11-16,9:00PM,81,TOR,Toronto,Raptors,103,SAC,Sacramento,Kings,Sleep Train Arena
,20-11-16,9:00PM,98,UTA,Utah,Jazz,99,DEN,Denver,Nuggets,Pepsi Center
,20-11-16,9:30PM,89,CHI,Chicago,Bulls,105,LAL,Los Angeles,Lakers,Staples Center
,21-11-16,7:00PM,92,MIA,Miami,Heat,85,PHI,Philadelphia,76ers,Wells Fargo Center
,21-11-16,7:00PM,104,PHX,Phoenix,Suns,94,WAS,Washington,Wizards,Verizon Center
,21-11-16,7:00PM,107,MEM,Memphis,Grizzlies,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
,21-11-16,7:00PM,101,GSW,Golden State,Warriors,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
,21-11-16,7:30PM,109,HOU,Houston,Rockets,88,DET,Detroit,Pistons,Palace of Auburn Hills
,21-11-16,8:00PM,95,ORL,Orlando,Magic,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
,21-11-16,8:00PM,82,BOS,Boston,Celtics,100,MIN,Minnesota,Timberwolves,Target Center
,21-11-16,8:30PM,108,DAL,Dallas,Mavericks,106,SAS,San Antonio,Spurs,AT&T Center
,21-11-16,10:30PM,81,TOR,Toronto,Raptors,102,LAC,Los Angeles,Clippers,Staples Center
,22-11-16,7:30PM,97,POR,Portland,Trail Blazers,83,NYK,New York,Knicks,Madison Square Garden
,22-11-16,7:30PM,110,NOP,New Orleans,Pelicans,91,ATL,Atlanta,Hawks,Philips Arena
,22-11-16,9:00PM,89,CHI,Chicago,Bulls,99,DEN,Denver,Nuggets,Pepsi Center
,22-11-16,10:30PM,96,OKL,Oklahoma City,Thunder,105,LAL,Los Angeles,Lakers,Staples Center
,23-11-16,7:00PM,107,MEM,Memphis,Grizzlies,85,PHI,Philadelphia,76ers,Wells Fargo Center
,23-11-16,7:00PM,106,SAS,San Antonio,Spurs,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
,23-11-16,7:00PM,104,PHX,Phoenix,Suns,95,ORL,Orlando,Magic,Amway Center
,23-11-16,7:00PM,97,POR,Portland,Trail Blazers,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
,23-11-16,7:00PM,91,ATL,Atlanta,Hawks,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
,23-11-16,7:30PM,82,BOS,Boston,Celtics,84,BRO,Brooklyn,Nets,Barclays Center
,23-11-16,7:30PM,92,MIA,Miami,Heat,88,DET,Detroit,Pistons,Palace of Auburn Hills
,23-11-16,8:00PM,81,TOR,Toronto,Raptors,109,HOU,Houston,Rockets,Toyota Center
,23-11-16,8:30PM,102,LAC,Los Angeles,Clippers,108,DAL,Dallas,Mavericks,American Airlines Center
,23-11-16,9:00PM,99,DEN,Denver,Nuggets,98,UTA,Utah,Jazz,Vivint Smart Home Arena
,23-11-16,9:30PM,100,MIN,Minnesota,Timberwolves,110,NOP,New Orleans,Pelicans,Smoothie King Center
,23-11-16,10:30PM,105,LAL,Los Angeles,Lakers,101,GSW,Golden State,Warriors,Oracle Arena
,23-11-16,10:30PM,96,OKL,Oklahoma City,Thunder,103,SAC,Sacramento,Kings,Sleep Train Arena
,25-11-16,1:00PM,106,SAS,San Antonio,Spurs,82,BOS,Boston,Celtics,TD Garden
,25-11-16,7:00PM,94,WAS,Washington,Wizards,95,ORL,Orlando,Magic,Amway Center
,25-11-16,7:30PM,108,DAL,Dallas,Mavericks,86,CLE,Cleveland,Cavaliers,Quicken Loans Arena
,25-11-16,7:30PM,93,CHA,Charlotte,Hornets,83,NYK,New York,Knicks,Madison Square Garden
,25-11-16,7:30PM,89,CHI,Chicago,Bulls,85,PHI,Philadelphia,76ers,Wells Fargo Center
,25-11-16,7:30PM,102,LAC,Los Angeles,Clippers,88,DET,Detroit,Pistons,Palace of Auburn Hills
,25-11-16,8:00PM,91,ATL,Atlanta,Hawks,98,UTA,Utah,Jazz,Vivint Smart Home Arena
,25-11-16,8:00PM,81,TOR,Toronto,Raptors,90,MIL,Milwaukee,Bucks,BMO Harris Bradley Center
,25-11-16,8:00PM,92,MIA,Miami,Heat,107,MEM,Memphis,Grizzlies,FedEx Forum
,25-11-16,8:00PM,84,BRO,Brooklyn,Nets,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
,25-11-16,9:00PM,96,OKL,Oklahoma City,Thunder,99,DEN,Denver,Nuggets,Pepsi Center
,25-11-16,9:00PM,100,MIN,Minnesota,Timberwolves,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
,25-11-16,10:00PM,110,NOP,New Orleans,Pelicans,97,POR,Portland,Trail Blazers,Moda Center
,25-11-16,10:30PM,101,GSW,Golden State,Warriors,105,LAL,Los Angeles,Lakers,Staples Center
,25-11-16,10:30PM,109,HOU,Houston,Rockets,103,SAC,Sacramento,Kings,Sleep Train Arena
,26-11-16,7:00PM,106,SAS,San Antonio,Spurs,94,WAS,Washington,Wizards,Verizon Center
,26-11-16,7:00PM,83,NYK,New York,Knicks,93,CHA,Charlotte,Hornets,Time Warner Cable Arena
,26-11-16,8:00PM,88,DET,Detroit,Pistons,96,OKL,Oklahoma City,Thunder,Chesapeake Energy Arena
,26-11-16,8:00PM,107,MEM,Memphis,Grizzlies,92,MIA,Miami,Heat,American Airlines Arena
,26-11-16,10:30PM,100,MIN,Minnesota,Timberwolves,101,GSW,Golden State,Warriors,Oracle Arena
,27-11-16,1:00PM,86,CLE,Cleveland,Cavaliers,85,PHI,Philadelphia,76ers,Wells Fargo Center
,27-11-16,3:30PM,99,DEN,Denver,Nuggets,104,PHX,Phoenix,Suns,Talking Stick Resort Arena
,27-11-16,6:00PM,103,SAC,Sacramento,Kings,84,BRO,Brooklyn,Nets,Barclays Center
,27-11-16,6:00PM,90,MIL,Milwaukee,Bucks,95,ORL,Orlando,Magic,Amway Center
,27-11-16,6:00PM,102,LAC,Los Angeles,Clippers,87,IND,Indiana,Pacers,Bankers Life Fieldhouse
,27-11-16,7:00PM,110,NOP,New Orleans,Pelicans,108,DAL,Dallas,Mavericks,American Airlines Center
,27-11-16,9:00PM,109,HOU,Houston,Rockets,97,POR,Portland,Trail Blazers,Moda Center
,27-11-16,9:30PM,91,ATL,Atlanta,Hawks,105,LAL,Los Angeles,Lakers,Staples Center
